star	group	ID	ID_alt	star_alt1	star_alt2	origin	snr	R	Rmax	Teff	eTeff	logg	elogg	vmic	evmic	vmac	vsini	e_vsini	[Ca/H]	e[Ca/H]	[Co/H]	e[Co/H]	[Cr/H]	e[Cr/H]	[Fe/H]	e[Fe/H]	[Mg/H]	e[Mg/H]	[Mn/H]	e[Mn/H]	[Ni/H]	e[Ni/H]	[Sc/H]	e[Sc/H]	[Si/H]	e[Si/H]	[Ti/H]	e[Ti/H]	[V/H]	e[V/H]	[Ca 1/H]	e[Ca 1/H]	n[Ca 1/H]	[Co 1/H]	e[Co 1/H]	n[Co 1/H]	[Cr 1/H]	e[Cr 1/H]	n[Cr 1/H]	[Fe 1/H]	e[Fe 1/H]	n[Fe 1/H]	[Fe 2/H]	e[Fe 2/H]	n[Fe 2/H]	[Mg 1/H]	e[Mg 1/H]	n[Mg 1/H]	[Mn 1/H]	e[Mn 1/H]	n[Mn 1/H]	[Ni 1/H]	e[Ni 1/H]	n[Ni 1/H]	[Sc 2/H]	e[Sc 2/H]	n[Sc 2/H]	[Si 1/H]	e[Si 1/H]	n[Si 1/H]	[Ti 1/H]	e[Ti 1/H]	n[Ti 1/H]	[Ti 2/H]	e[Ti 2/H]	n[Ti 2/H]	[V 1/H]	e[V 1/H]	n[V 1/H]	n_spectra	flag
HIP96901	G Dwarf (V)	HD186427_NAR_1	HIP96901_NARVAL_1	HD186427	-	NARVAL	1284	42000	68000	5807	36	4.35	0.02	1.1	0.02	4.24	1.6	0.0	0.105	0.029	0.12	0.04	0.096	0.02	0.094	0.021	0.089	0.017	0.086	0.017	0.1	0.019	0.128	0.02	0.102	0.011	0.12	0.022	0.12	0.023	0.105	0.029	54	0.12	0.04	27	0.096	0.02	38	0.094	0.02	295	0.096	0.023	30	0.089	0.017	3	0.086	0.017	15	0.1	0.019	54	0.128	0.02	12	0.102	0.011	18	0.123	0.022	56	0.105	0.019	12	0.12	0.023	45	3	-
HIP97527	F Dwarf (V)	HD187637_ESP_1	HIP97527_ESPADONS_1	HD187637	-	ESPADONS	135	42000	68000	6236	81	4.26	0.03	1.39	0.05	7.01	1.6	0.0	-0.076	0.057	-0.178	0.074	-0.189	0.051	-0.127	0.046	-0.11	0.068	-0.253	0.043	-0.196	0.059	-0.11	0.028	-0.138	0.056	-0.128	0.043	-0.163	0.1	-0.076	0.057	18	-0.178	0.074	7	-0.189	0.051	11	-0.131	0.047	99	-0.081	0.038	10	-0.11	0.068	1	-0.253	0.043	4	-0.196	0.059	18	-0.11	0.028	4	-0.138	0.056	6	-0.137	0.042	17	-0.093	0.048	4	-0.163	0.1	10	1	-
HIP98036	K Subgiant (IV)	HD188512_HAR_1	HIP98036_HARPS_1	HD188512	-	HARPS	1026	42000	115000	5090	15	3.63	0.08	1.05	0.02	3.61	1.6	0.0	-0.18	0.035	-0.161	0.048	-0.192	0.018	-0.204	0.028	-0.151	0.019	-0.237	0.024	-0.204	0.025	-0.099	0.032	-0.121	0.03	-0.145	0.024	-0.15	0.034	-0.18	0.035	49	-0.161	0.048	27	-0.192	0.018	36	-0.209	0.028	292	-0.157	0.029	29	-0.151	0.019	3	-0.237	0.024	15	-0.204	0.025	52	-0.099	0.032	12	-0.121	0.03	18	-0.153	0.025	55	-0.103	0.019	11	-0.15	0.034	45	3	-
HIP98036	K Subgiant (IV)	HD188512_NAR_1	HIP98036_NARVAL_1	HD188512	-	NARVAL	1215	42000	68000	5090	15	3.63	0.08	1.05	0.02	3.61	1.6	0.0	-0.18	0.035	-0.161	0.048	-0.192	0.018	-0.204	0.028	-0.151	0.019	-0.237	0.024	-0.204	0.025	-0.099	0.032	-0.121	0.03	-0.145	0.024	-0.15	0.034	-0.18	0.035	49	-0.161	0.048	27	-0.192	0.018	36	-0.209	0.028	292	-0.157	0.029	29	-0.151	0.019	3	-0.237	0.024	15	-0.204	0.025	52	-0.099	0.032	12	-0.121	0.03	18	-0.153	0.025	55	-0.103	0.019	11	-0.15	0.034	45	3	-
HIP98269	K Giant (III)	HD189349_ESP_1	HIP98269_ESPADONS_1	HD189349	-	ESPADONS	160	42000	68000	5175	31	2.39	0.04	1.43	0.03	4.7	1.6	0.0	-0.309	0.099	-0.326	0.1	-0.511	0.115	-0.494	0.073	-0.098	0.073	-0.653	0.033	-0.505	0.086	-0.388	0.034	-0.387	0.049	-0.205	0.068	-0.371	0.042	-0.309	0.099	17	-0.326	0.1	10	-0.511	0.115	11	-0.478	0.075	93	-0.645	0.053	10	-0.098	0.073	1	-0.653	0.033	4	-0.505	0.086	16	-0.388	0.034	4	-0.387	0.049	5	-0.178	0.078	16	-0.315	0.026	4	-0.371	0.042	14	1	-
HIP98337	K Bright Giant (II)	HD189319_ESP_1	HIP98337_ESPADONS_1	HD189319	gamSge	ESPADONS	424	42000	68000	3904	30	1.06	0.04	0.96	0.03	5.08	1.6	0.0	0.035	0.056	-0.273	0.073	-0.042	0.103	-0.181	0.103	-0.063	0.02	-0.039	0.021	-0.127	0.094	-0.331	0.053	0.066	0.205	0.038	0.06	0.474	0.223	0.035	0.056	47	-0.273	0.073	40	-0.042	0.103	35	-0.165	0.1	329	-0.343	0.135	33	-0.063	0.02	5	-0.039	0.021	6	-0.127	0.094	68	-0.331	0.053	15	0.066	0.205	14	0.193	0.081	25	-0.156	0.034	20	0.474	0.223	27	5	-
HIP98337	K Bright Giant (II)	HD189319_FER_1	HIP98337_FEROS_1	HD189319	gamSge	FEROS	85	42000	48000	3904	30	1.06	0.04	0.96	0.03	5.08	1.6	0.0	0.035	0.056	-0.273	0.073	-0.042	0.103	-0.181	0.103	-0.063	0.02	-0.039	0.021	-0.127	0.094	-0.331	0.053	0.066	0.205	0.038	0.06	0.474	0.223	0.035	0.056	47	-0.273	0.073	40	-0.042	0.103	35	-0.165	0.1	329	-0.343	0.135	33	-0.063	0.02	5	-0.039	0.021	6	-0.127	0.094	68	-0.331	0.053	15	0.066	0.205	14	0.193	0.081	25	-0.156	0.034	20	0.474	0.223	27	5	-
HIP98337	K Bright Giant (II)	HD189319_NAR_1	HIP98337_NARVAL_1	HD189319	gamSge	NARVAL	1045	42000	68000	3904	30	1.06	0.04	0.96	0.03	5.08	1.6	0.0	0.035	0.056	-0.273	0.073	-0.042	0.103	-0.181	0.103	-0.063	0.02	-0.039	0.021	-0.127	0.094	-0.331	0.053	0.066	0.205	0.038	0.06	0.474	0.223	0.035	0.056	47	-0.273	0.073	40	-0.042	0.103	35	-0.165	0.1	329	-0.343	0.135	33	-0.063	0.02	5	-0.039	0.021	6	-0.127	0.094	68	-0.331	0.053	15	0.066	0.205	14	0.193	0.081	25	-0.156	0.034	20	0.474	0.223	27	5	-
HIP98337	K Bright Giant (II)	HD189319_UVE_1	HIP98337_UVES_1	HD189319	gamSge	UVES	68	42000	48257	3904	30	1.06	0.04	0.96	0.03	5.08	1.6	0.0	0.035	0.056	-0.273	0.073	-0.042	0.103	-0.181	0.103	-0.063	0.02	-0.039	0.021	-0.127	0.094	-0.331	0.053	0.066	0.205	0.038	0.06	0.474	0.223	0.035	0.056	47	-0.273	0.073	40	-0.042	0.103	35	-0.165	0.1	329	-0.343	0.135	33	-0.063	0.02	5	-0.039	0.021	6	-0.127	0.094	68	-0.331	0.053	15	0.066	0.205	14	0.193	0.081	25	-0.156	0.034	20	0.474	0.223	27	5	-
HIP98624	K Giant (III)	HD188887_UVE_1	HIP98624_UVES_1	HD188887	-	UVES	363	42000	107200	4381	28	2.35	0.1	1.32	0.04	3.98	1.6	0.0	-0.059	0.057	0.101	0.078	-0.016	0.088	0.024	0.135	0.241	0.043	-0.036	0.03	0.039	0.094	0.027	0.217	0.223	0.196	0.024	0.113	-0.095	0.149	-0.059	0.057	10	0.101	0.078	8	-0.016	0.088	9	0.015	0.121	69	0.093	0.24	9	0.241	0.043	1	-0.036	0.03	2	0.039	0.094	14	0.027	0.217	4	0.223	0.196	3	0.016	0.106	11	0.045	0.132	4	-0.095	0.149	14	1	-
HIP98767	G Dwarf (V)	HD190360_ESP_1	HIP98767_ESPADONS_1	HD190360	-	ESPADONS	1028	42000	68000	5463	75	4.26	0.03	1.04	0.01	3.14	1.6	0.0	0.141	0.036	0.196	0.038	0.146	0.02	0.144	0.028	0.216	0.017	0.116	0.043	0.187	0.023	0.261	0.033	0.262	0.025	0.18	0.027	0.161	0.032	0.141	0.036	49	0.196	0.038	27	0.146	0.02	39	0.138	0.028	273	0.201	0.024	30	0.216	0.017	3	0.116	0.043	15	0.187	0.023	51	0.261	0.033	12	0.262	0.025	16	0.167	0.024	53	0.238	0.039	12	0.161	0.032	45	3	-
HIP98767	G Dwarf (V)	HD190360_NAR_1	HIP98767_NARVAL_1	HD190360	-	NARVAL	1053	42000	68000	5463	75	4.26	0.03	1.04	0.01	3.14	1.6	0.0	0.141	0.036	0.196	0.038	0.146	0.02	0.144	0.028	0.216	0.017	0.116	0.043	0.187	0.023	0.261	0.033	0.262	0.025	0.18	0.027	0.161	0.032	0.141	0.036	49	0.196	0.038	27	0.146	0.02	39	0.138	0.028	273	0.201	0.024	30	0.216	0.017	3	0.116	0.043	15	0.187	0.023	51	0.261	0.033	12	0.262	0.025	16	0.167	0.024	53	0.238	0.039	12	0.161	0.032	45	3	-
HIP98767	G Dwarf (V)	HD190360_UVE_1	HIP98767_UVES_1	HD190360	-	UVES	474	42000	107200	5463	75	4.26	0.03	1.04	0.01	3.14	1.6	0.0	0.141	0.036	0.196	0.038	0.146	0.02	0.144	0.028	0.216	0.017	0.116	0.043	0.187	0.023	0.261	0.033	0.262	0.025	0.18	0.027	0.161	0.032	0.141	0.036	49	0.196	0.038	27	0.146	0.02	39	0.138	0.028	273	0.201	0.024	30	0.216	0.017	3	0.116	0.043	15	0.187	0.023	51	0.261	0.033	12	0.262	0.025	16	0.167	0.024	53	0.238	0.039	12	0.161	0.032	45	3	-
HIP98819	G Dwarf (V)	HD190406_NAR_1	HIP98819_NARVAL_1	HD190406	-	NARVAL	1049	42000	68000	5825	50	4.35	0.02	1.1	0.03	4.45	1.6	0.0	-0.004	0.031	-0.094	0.038	-0.038	0.02	-0.022	0.029	-0.051	0.024	-0.081	0.054	-0.054	0.02	-0.02	0.024	0.004	0.019	-0.068	0.027	-0.112	0.036	-0.004	0.031	35	-0.094	0.038	18	-0.038	0.02	25	-0.03	0.029	194	0.058	0.028	20	-0.051	0.024	2	-0.081	0.054	8	-0.054	0.02	36	-0.02	0.024	8	0.004	0.019	12	-0.084	0.026	35	0.002	0.031	8	-0.112	0.036	30	2	-
HIP99663	K Bright Giant (II)	HD192781_CAF_1	HIP99663_CAFE_1	HD192781	-	CAFE	167	42000	62000	4084	25	1.4	0.04	1.15	0.02	4.93	1.6	0.0	-0.073	0.063	-0.261	0.101	-0.247	0.083	-0.264	0.13	-0.089	0.04	-0.198	0.013	-0.257	0.114	-0.297	0.098	-0.17	0.151	0.013	0.113	0.116	0.223	-0.073	0.063	20	-0.261	0.101	16	-0.247	0.083	14	-0.251	0.121	152	-0.404	0.227	14	-0.089	0.04	2	-0.198	0.013	4	-0.257	0.114	27	-0.297	0.098	6	-0.17	0.151	8	0.138	0.141	16	-0.272	0.047	7	0.116	0.223	20	2	-
HIP99663	K Bright Giant (II)	HD192781_HER_1	HIP99663_HERMES_1	HD192781	-	HERMES	294	42000	80000	4084	25	1.4	0.04	1.15	0.02	4.93	1.6	0.0	-0.073	0.063	-0.261	0.101	-0.247	0.083	-0.264	0.13	-0.089	0.04	-0.198	0.013	-0.257	0.114	-0.297	0.098	-0.17	0.151	0.013	0.113	0.116	0.223	-0.073	0.063	20	-0.261	0.101	16	-0.247	0.083	14	-0.251	0.121	152	-0.404	0.227	14	-0.089	0.04	2	-0.198	0.013	4	-0.257	0.114	27	-0.297	0.098	6	-0.17	0.151	8	0.138	0.141	16	-0.272	0.047	7	0.116	0.223	20	2	-
HIP102422	K Subgiant (IV)	HD198149_ELO_1	HIP102422_ELODIE_1	HD198149	-	ELODIE	1007	42000	45000	4751	73	3.15	0.05	1.0	0.01	3.99	1.6	0.0	-0.35	0.048	-0.302	0.058	-0.395	0.035	-0.318	0.046	-0.228	0.022	-0.435	0.087	-0.294	0.044	-0.2	0.044	-0.103	0.041	-0.386	0.056	-0.447	0.047	-0.35	0.048	32	-0.302	0.058	19	-0.395	0.035	26	-0.336	0.047	187	-0.134	0.033	18	-0.228	0.022	2	-0.435	0.087	10	-0.294	0.044	34	-0.2	0.044	8	-0.103	0.041	11	-0.424	0.062	35	-0.218	0.031	8	-0.447	0.047	30	2	-
HIP104214	K Dwarf (V)	HD201091_ELO_1	HIP104214_ELODIE_1	HD201091	61CygA	ELODIE	330	42000	45000	4398	34	4.63	0.01	0.2	0.39	4.14	1.6	0.0	-0.334	0.076	-0.249	0.094	-0.248	0.141	-0.321	0.144	-0.347	0.014	-0.404	0.038	-0.314	0.085	-0.33	0.139	-0.267	0.161	-0.278	0.127	-0.249	0.078	-0.334	0.076	12	-0.249	0.094	24	-0.248	0.141	27	-0.326	0.139	224	-0.223	0.244	13	-0.347	0.014	3	-0.404	0.038	11	-0.314	0.085	44	-0.33	0.139	12	-0.267	0.161	6	-0.285	0.133	37	-0.25	0.106	9	-0.249	0.078	47	3	-
HIP104217	K Dwarf (V)	HD201092_ELO_1	HIP104217_ELODIE_1	HD201092	61CygB	ELODIE	303	42000	45000	4174	47	4.68	0.02	0.2	0.5	4.65	1.6	0.0	-0.452	0.093	-0.31	0.176	-0.435	0.133	-0.591	0.209	-0.55	0.015	-0.564	0.074	-0.5	0.123	-0.47	0.234	0.132	0.043	-0.404	0.106	-0.46	0.078	-0.452	0.093	13	-0.31	0.176	24	-0.435	0.133	27	-0.591	0.209	222			0	-0.55	0.015	3	-0.564	0.074	9	-0.5	0.123	25	-0.47	0.234	11	0.132	0.043	3	-0.424	0.084	28	-0.343	0.174	9	-0.46	0.078	43	3	-
HIP104659	F Dwarf (V)	HD201891_ELO_1	HIP104659_ELODIE_1	HD201891	HD201891	ELODIE	146	42000	45000	6040	44	4.34	0.02	1.25	0.07	6.42	1.6	0.0	-0.791	0.031	-0.858	0.033	-1.052	0.025	-0.966	0.042	-0.644	0.035	-1.183	0.036	-0.989	0.05	-0.838	0.049	-0.82	0.032	-0.693	0.026	-0.76	0.046	-0.791	0.031	51	-0.858	0.033	7	-1.052	0.025	22	-0.964	0.043	233	-0.988	0.041	27	-0.644	0.035	3	-1.183	0.036	10	-0.989	0.05	35	-0.838	0.049	12	-0.82	0.032	17	-0.677	0.024	44	-0.749	0.034	12	-0.76	0.046	18	3	Indirect theta
HIP104659	F Dwarf (V)	HD201891_HER_1	HIP104659_HERMES_1	HD201891	HD201891	HERMES	171	42000	75000	6040	44	4.34	0.02	1.25	0.07	6.42	1.6	0.0	-0.791	0.031	-0.858	0.033	-1.052	0.025	-0.966	0.042	-0.644	0.035	-1.183	0.036	-0.989	0.05	-0.838	0.049	-0.82	0.032	-0.693	0.026	-0.76	0.046	-0.791	0.031	51	-0.858	0.033	7	-1.052	0.025	22	-0.964	0.043	233	-0.988	0.041	27	-0.644	0.035	3	-1.183	0.036	10	-0.989	0.05	35	-0.838	0.049	12	-0.82	0.032	17	-0.677	0.024	44	-0.749	0.034	12	-0.76	0.046	18	3	Indirect theta
HIP112440	K Giant (III)	HD215665_ELO_1	HIP112440_ELODIE_1	HD215665	-	ELODIE	202	42000	45000	4848	109	2.12	0.08	1.66	0.04	4.43	1.6	0.0	-0.006	0.037	-0.105	0.063	-0.049	0.046	-0.09	0.048	0.042	0.022	-0.097	0.012	-0.128	0.045	-0.065	0.06	-0.028	0.04	-0.069	0.057	-0.094	0.043	-0.006	0.037	33	-0.105	0.063	21	-0.049	0.046	20	-0.08	0.049	197	-0.163	0.046	26	0.042	0.022	3	-0.097	0.012	6	-0.128	0.045	37	-0.065	0.06	12	-0.028	0.04	11	-0.077	0.058	33	-0.04	0.054	10	-0.094	0.043	38	3	-
HIP112447	F Subgiant (IV)	HD215648_ELO_1	HIP112447_ELODIE_1	HD215648	-	ELODIE	591	42000	45000	6223	23	3.95	0.04	1.65	0.02	7.14	1.6	0.0	-0.198	0.034	-0.296	0.052	-0.299	0.027	-0.253	0.028	-0.188	0.018	-0.334	0.019	-0.282	0.033	-0.211	0.019	-0.243	0.055	-0.202	0.023	-0.209	0.046	-0.198	0.034	52	-0.296	0.052	17	-0.299	0.027	32	-0.255	0.029	273	-0.235	0.024	27	-0.188	0.018	3	-0.334	0.019	9	-0.282	0.033	48	-0.211	0.019	12	-0.243	0.055	18	-0.201	0.024	51	-0.208	0.021	12	-0.209	0.046	38	3	-
HIP112748	K Giant (III)	HD216131_ELO_1	HIP112748_ELODIE_1	HD216131	-	ELODIE	332	42000	45000	4961	40	2.85	0.03	1.41	0.02	4.01	1.6	0.0	-0.097	0.047	-0.145	0.064	-0.138	0.043	-0.127	0.042	-0.084	0.021	-0.184	0.065	-0.177	0.039	-0.083	0.057	-0.022	0.034	-0.153	0.055	-0.167	0.052	-0.097	0.047	32	-0.145	0.064	19	-0.138	0.043	25	-0.133	0.041	185	-0.073	0.046	20	-0.084	0.021	2	-0.184	0.065	10	-0.177	0.039	36	-0.083	0.057	8	-0.022	0.034	11	-0.171	0.055	35	-0.071	0.056	8	-0.167	0.052	29	2	-
HIP113357	G Dwarf (V)	HD217014_ELO_1	HIP113357_ELODIE_1	HD217014	-	ELODIE	1000	42000	45000	5746	72	4.33	0.02	1.16	0.02	3.91	1.6	0.0	0.143	0.023	0.203	0.031	0.165	0.015	0.164	0.019	0.151	0.014	0.177	0.022	0.201	0.013	0.212	0.018	0.203	0.013	0.153	0.018	0.159	0.019	0.143	0.023	82	0.203	0.031	45	0.165	0.015	60	0.161	0.019	471	0.2	0.019	48	0.151	0.014	5	0.177	0.022	24	0.201	0.013	89	0.212	0.018	20	0.203	0.013	28	0.146	0.019	90	0.19	0.018	19	0.159	0.019	74	5	-
HIP114622	K Dwarf (V)	HD219134_ELO_1	HIP114622_ELODIE_1	HD219134	-	ELODIE	319	42000	45000	4800	34	4.55	0.01	0.72	0.03	3.51	1.6	0.0	0.053	0.027	0.07	0.049	0.065	0.044	0.043	0.076	0.031	0.017	0.049	0.016	0.034	0.033	0.043	0.091	0.098	0.044	0.078	0.066	0.158	0.081	0.053	0.027	30	0.07	0.049	27	0.065	0.044	30	0.027	0.056	244	0.207	0.279	24	0.031	0.017	3	0.049	0.016	15	0.034	0.033	45	0.043	0.091	12	0.098	0.044	17	0.1	0.071	40	0.004	0.047	12	0.158	0.081	46	3	-
HIP114855	K Giant (III)	HD219449_ELO_1	HIP114855_ELODIE_1	HD219449	-	ELODIE	155	42000	45000	4631	69	2.32	0.11	1.4	0.02	4.26	1.6	0.0	-0.091	0.035	-0.099	0.061	-0.1	0.034	-0.123	0.048	0.081	0.023	-0.113	0.07	-0.136	0.039	-0.155	0.086	-0.002	0.039	-0.083	0.048	-0.108	0.077	-0.091	0.035	45	-0.099	0.061	27	-0.1	0.034	29	-0.117	0.048	237	-0.174	0.05	27	0.081	0.023	3	-0.113	0.07	11	-0.136	0.039	46	-0.155	0.086	12	-0.002	0.039	15	-0.079	0.044	42	-0.1	0.064	11	-0.108	0.077	47	3	-
HIP115949	K Bright Giant (II)	HD221170_ELO_1	HIP115949_ELODIE_1	HD221170	-	ELODIE	118	42000	45000	4380	19	1.22	0.02	1.42	0.04	6.38	1.6	0.0	-1.977	0.07	-2.36	0.069	-2.59	0.097	-2.228	0.059	-1.825	0.048	-2.808	0.194	-2.318	0.033	-1.951	0.016	-1.843	0.039	-2.122	0.061	-2.506	0.082	-1.977	0.07	31	-2.36	0.069	10	-2.59	0.097	12	-2.273	0.058	136	-1.886	0.069	18	-1.825	0.048	2	-2.808	0.194	6	-2.318	0.033	18	-1.951	0.016	8	-1.843	0.039	7	-2.228	0.069	31	-1.713	0.034	8	-2.506	0.082	17	2	-
HIP116771	F Dwarf (V)	HD222368_ELO_1	HIP116771_ELODIE_1	HD222368	-	ELODIE	1024	42000	45000	6169	56	4.09	0.02	1.49	0.02	6.58	1.6	0.0	-0.078	0.024	-0.196	0.039	-0.191	0.017	-0.136	0.02	-0.105	0.015	-0.205	0.017	-0.186	0.021	-0.083	0.013	-0.106	0.022	-0.119	0.017	-0.165	0.035	-0.078	0.024	86	-0.196	0.039	38	-0.191	0.017	53	-0.142	0.021	462	-0.079	0.015	48	-0.105	0.015	5	-0.205	0.017	15	-0.186	0.021	76	-0.083	0.013	20	-0.106	0.022	25	-0.128	0.018	76	-0.082	0.01	19	-0.165	0.035	61	5	-
HIP12114	K Dwarf (V)	HD16160_ELO_1	HIP12114_ELODIE_1	HD16160	-	ELODIE	159	42000	45000	4583	76	4.52	0.01	0.22	0.36	3.8	1.6	0.0	-0.313	0.033	-0.076	0.036	-0.268	0.075	-0.173	0.08	-0.052	0.015	-0.317	0.021	-0.123	0.033	-0.049	0.053	0.074	0.03	-0.141	0.092	-0.197	0.058	-0.313	0.033	56	-0.076	0.036	55	-0.268	0.075	64	-0.206	0.054	492	0.174	0.35	47	-0.052	0.015	6	-0.317	0.021	30	-0.123	0.033	88	-0.049	0.053	24	0.074	0.03	31	-0.169	0.105	86	-0.033	0.043	22	-0.197	0.058	85	6	-
HIP12530	F Dwarf (V)	HD16765_ELO_1	HIP12530_ELODIE_1	HD16765	-	ELODIE	450	42000	45000	6310	51	4.36	0.02	1.47	0.16	7.54	1.6	0.0	0.001	0.074	-0.143	0.079	-0.215	0.08	-0.108	0.078	-0.113	0.16	-0.1	0.075	-0.038	0.118	-0.187	0.063	-0.077	0.046	-0.197	0.072	0.113	0.247	0.001	0.074	19	-0.143	0.079	5	-0.215	0.08	9	-0.103	0.081	111	-0.178	0.038	8	-0.113	0.16	1	-0.1	0.075	8	-0.038	0.118	12	-0.187	0.063	8	-0.077	0.046	7	-0.218	0.096	11	-0.141	0.005	4	0.113	0.247	4	2	-
HIP12777	F Dwarf (V)	HD16895_ELO_1	HIP12777_ELODIE_1	HD16895	-	ELODIE	840	42000	45000	6206	23	4.26	0.01	1.44	0.03	6.71	1.6	0.0	-0.031	0.027	-0.179	0.067	-0.097	0.042	-0.054	0.032	-0.092	0.028	-0.139	0.044	-0.108	0.025	-0.049	0.036	-0.057	0.068	-0.093	0.03	-0.103	0.063	-0.031	0.027	33	-0.179	0.067	10	-0.097	0.042	22	-0.06	0.033	182	0.024	0.029	16	-0.092	0.028	2	-0.139	0.044	6	-0.108	0.025	32	-0.049	0.036	6	-0.057	0.068	12	-0.1	0.033	33	-0.056	0.014	6	-0.103	0.063	21	2	-
HIP14135	K Bright Giant (II)	HD18884_ELO_1	HIP14135_ELODIE_1	HD18884	alfCet	ELODIE	210	42000	45000	3738	170	0.66	0.07	0.64	0.03	5.77	1.6	0.0	-0.394	0.097	-0.725	0.082	-0.325	0.127	-0.569	0.169	-0.603	0.022	-0.757	0.21	-0.462	0.173	-0.605	0.13	-0.063	0.405	-0.201	0.116	0.071	0.285	-0.394	0.097	46	-0.725	0.082	34	-0.325	0.127	28	-0.558	0.167	318	-0.738	0.207	20	-0.603	0.022	5	-0.757	0.21	15	-0.462	0.173	58	-0.605	0.13	15	-0.063	0.405	14	-0.052	0.136	25	-0.397	0.089	19	0.071	0.285	39	5	-
HIP14632	G Dwarf (V)	HD19373_ELO_1	HIP14632_ELODIE_1	HD19373	-	ELODIE	184	42000	45000	5921	17	4.17	0.01	1.24	0.04	4.84	1.6	0.0	0.067	0.036	0.063	0.05	0.053	0.021	0.068	0.028	0.067	0.038	0.052	0.035	0.077	0.024	0.1	0.014	0.09	0.023	0.038	0.023	0.035	0.03	0.067	0.036	34	0.063	0.05	19	0.053	0.021	23	0.064	0.028	194	0.109	0.028	20	0.067	0.038	2	0.052	0.035	8	0.077	0.024	36	0.1	0.014	8	0.09	0.023	12	0.031	0.025	36	0.073	0.012	8	0.035	0.03	27	2	-
HIP14838	K Giant (III)	HD19787_ELO_1	HIP14838_ELODIE_1	HD19787	-	ELODIE	278	42000	45000	4703	161	2.36	0.23	1.4	0.02	4.22	1.6	0.0	-0.069	0.038	-0.114	0.055	-0.088	0.047	-0.099	0.048	0.026	0.031	-0.084	0.073	-0.111	0.035	-0.186	0.062	0.044	0.06	-0.172	0.063	-0.181	0.065	-0.069	0.038	45	-0.114	0.055	27	-0.088	0.047	33	-0.096	0.047	246	-0.119	0.057	29	0.026	0.031	3	-0.084	0.073	13	-0.111	0.035	48	-0.186	0.062	12	0.044	0.06	15	-0.186	0.06	48	-0.112	0.078	11	-0.181	0.065	42	3	-
HIP14954	G Subgiant (IV)	HD19994_ELO_1	HIP14954_ELODIE_1	HD19994	-	ELODIE	161	42000	45000	5912	59	4.0	0.04	1.39	0.03	4.86	1.6	0.0	0.073	0.024	-0.008	0.028	0.015	0.025	0.062	0.025	0.057	0.016	0.006	0.054	0.052	0.026	0.133	0.01	0.132	0.033	0.004	0.026	-0.046	0.034	0.073	0.024	72	-0.008	0.028	33	0.015	0.025	56	0.049	0.026	434	0.191	0.02	46	0.057	0.016	5	0.006	0.054	15	0.052	0.026	81	0.133	0.01	16	0.132	0.033	28	-0.024	0.027	81	0.123	0.022	19	-0.046	0.034	63	5	-
HIP15457	G Dwarf (V)	HD20630_ELO_1	HIP15457_ELODIE_1	HD20630	-	ELODIE	134	42000	45000	5786	87	4.5	0.04	1.23	0.04	4.15	1.6	0.0	0.118	0.03	0.017	0.034	0.105	0.021	0.083	0.024	0.016	0.017	0.054	0.018	0.033	0.017	-0.034	0.024	0.016	0.014	0.057	0.026	0.084	0.02	0.118	0.03	64	0.017	0.034	37	0.105	0.021	47	0.089	0.024	359	0.036	0.023	40	0.016	0.017	4	0.054	0.018	15	0.033	0.017	68	-0.034	0.024	16	0.016	0.014	20	0.075	0.027	67	-0.017	0.019	16	0.084	0.02	55	4	-
HIP16537	K Dwarf (V)	HD22049_ELO_1	HIP16537_ELODIE_1	HD22049	epsEri	ELODIE	91	42000	45000	5062	29	4.6	0.01	1.01	0.04	3.23	1.6	0.0	-0.058	0.026	-0.147	0.031	-0.079	0.019	-0.095	0.031	-0.164	0.013	-0.116	0.018	-0.178	0.033	-0.168	0.041	-0.1	0.022	-0.081	0.036	-0.06	0.026	-0.058	0.026	62	-0.147	0.031	45	-0.079	0.019	60	-0.103	0.025	430	-0.012	0.089	41	-0.164	0.013	5	-0.116	0.018	25	-0.178	0.033	79	-0.168	0.041	20	-0.1	0.022	28	-0.07	0.038	81	-0.13	0.026	19	-0.06	0.026	72	5	-
HIP16852	G Dwarf (V)	HD22484_ELO_1	HIP16852_ELODIE_1	HD22484	-	ELODIE	743	42000	45000	6000	59	4.06	0.03	1.38	0.02	5.45	1.6	0.0	-0.034	0.027	-0.087	0.033	-0.098	0.015	-0.067	0.019	-0.022	0.018	-0.113	0.017	-0.088	0.016	-0.048	0.01	-0.069	0.02	-0.067	0.017	-0.098	0.02	-0.034	0.027	68	-0.087	0.033	36	-0.098	0.015	45	-0.069	0.018	379	-0.057	0.02	40	-0.022	0.018	4	-0.113	0.017	15	-0.088	0.016	68	-0.048	0.01	16	-0.069	0.02	22	-0.071	0.017	67	-0.053	0.017	16	-0.098	0.02	52	4	-
